320016903A;Centro;ÁGUA_DOCE_DO_NORTE;ES;-185.485;-409.764;14.0
320016904A;Gov._Lacerda_de_Aguiar;ÁGUA_DOCE_DO_NORTE;ES;-186.358;-409.443;20.0
320020101A;Centro;ALEGRE;ES;-20.763;-41.531;118.536
320020102A;Varjão_do_Cotia;ALEGRE;ES;-20.746;-41.571;0
320020103A;Distrito_de_Jerusalem;ALEGRE;ES;-20.793;-41.556;1.0
320020104A;Distrito_de_Rive;ALEGRE;ES;-20.76;-41.457;157.438
320020105A;Celina;ALEGRE;ES;-20.761;-41.594;0
320020106A;Conceição;ALEGRE;ES;-20.761;-41.536;.4
320020107A;Café;ALEGRE;ES;-20.87;-41.571;555.746.454.793
320040901A;Jabaquara;ANCHIETA;ES;-20.684;-40.679;1.2
320060702A;Centro;ARACRUZ;ES;-19.82;-40.276;.79268
320060703A;Coqueiral;ARACRUZ;ES;-19.919;-40.131;.6
320060704A;Vila_Nova;ARACRUZ;ES;-19.81;-40.272;1.0
320060705A;Jacupemba;ARACRUZ;ES;-19.576;-40.187;434.510
320060706A;Guaraná;ARACRUZ;ES;-19.679;-40.259;397.804
320060707A;Rod._Primo_Bitti;ARACRUZ;ES;-19.826;-40.263;.6
320090401A;Centro;BARRA_DE_SÃO_FRANCISCO;ES;-18.757;-40.893;23.040.628.626.432
320090402A;Bambé;BARRA_DE_SÃO_FRANCISCO;ES;-18.76;-40.896;25.011.012.731.538
320090403A;Centro2;BARRA_DE_SÃO_FRANCISCO;ES;-18.759;-40.885;25.197.307.082.661
320120901A;Beira_Rio;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.849;-41.114;237.438
320120902A;Santo_Antonio;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.845;-41.129;532.780.522.204
320120903A;Guandu;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.845;-41.122;257.072
320120904A;São_Geraldo;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.878;-41.121;3.152.417.783.093
320120905A;Jardim_Itapemirim;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.857;-41.152;452.903.681.272
320120906A;Itaóca;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.727;-41.132;0
320120906H;Cachoeiro_de_Itapemirim;CACHOEIRO_DE_ITAPEMIRIM;ES;-208.441;-41.122;0.2
320120907A;Ilha_da_Luz;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.839;-41.121;1.8
320120908A;Aeroporto;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.836;-41.188;.2
320120909A;Coramara;CACHOEIRO_DE_ITAPEMIRIM;ES;-20.828;-41.142;.59268
320130801A;Santa_Luzia;CARIACICA;ES;-20.281;-40.402;0
320130802A;Nova_Valverde;CARIACICA;ES;-20.32;-40.391;.2
320130803A;Itaquari;CARIACICA;ES;-20.328;-40.362;1.949.048.936.215
320130804A;Nova_Rosa_da_Penha_I;CARIACICA;ES;-20.263;-40.389;1.4
320130806A;Bela_Vista;CARIACICA;ES;-20.369;-40.371;5.4
320130807A;Centro;CARIACICA;ES;-20.339;-40.371;10.4
320130808A;Padre_Gabriel;CARIACICA;ES;-20.374;-40.39;0
320130809A;Areinha;CARIACICA;ES;-20.262;-40.425;3.2
320130810A;Jardim_Botanico;CARIACICA;ES;-20.389;-40.372;18.033.756.209.742
320130811A;Maracanã;CARIACICA;ES;-20.361;-40.373;1.537.574.100.228
320140704A;Pouso_Alto;CASTELO;ES;-20.598;-41.202;.4
320140705A;Centro;CASTELO;ES;-20.603;-41.203;0
320140706A;Garage;CASTELO;ES;-20.555;-41.249;.8
320150601A;Centro;COLATINA;ES;-19.535;-40.63;1.005.947.750.149
320150602A;Maria_das_Graças;COLATINA;ES;-19.512;-40.619;4.523.860.045.209
320150603A;Baunilha;COLATINA;ES;-19.571;-40.506;1.8
320150604A;Morada_do_Sol;COLATINA;ES;-19.521;-40.658;.2
320150605A;Carlos_Germano;COLATINA;ES;-19.486;-40.673;316.706
320150606A;Novo_Horizonte;COLATINA;ES;-19.524;-40.668;295.974
320190201A;AC_Domingos_Martins;DOMINGOS_MARTINS;ES;-20.36;-40.66;0
320210801A;Ecoporanga;ECOPORANGA;ES;-18.371;-40.828;571.986.986.161
320210802A;Avenida_São_Francisco;ECOPORANGA;ES;-18.394;-40.825;0
320220701A;Praia_Grande;FUNDÃO;ES;-20.038;-40.19;2.439.740
320220702A;São_José;FUNDÃO;ES;-19.935;-40.408;2.2
320225601A;Governador_Lindenberg;GOVERNADOR_LINDENBERG;ES;-19.245;-40.484;.4
320230601A;Centro;GUAÇUÍ;ES;-20.772;-41.676;.4
320230602A;Antonio_E._Moreira;GUAÇUÍ;ES;-20.78;-41.685;.2
320230603A;Morro_do_Cristo;GUAÇUÍ;ES;-20.772;-41.672;0
320240501A;Centro;GUARAPARI;ES;-20.674;-40.501;435.958.519.486
320240502A;Rod._Neuza_Nader_Borges;GUARAPARI;ES;-20.645;-40.541;.4
320240503A;Aeroporto;GUARAPARI;ES;-20.646;-40.491;0
320240504A;Posto_da_PRF;GUARAPARI;ES;-206.584;-406.131;.6
320250401A;Centro;IBIRAÇU;ES;-19.83;-40.369;4.360.023.647.739
320250402A;Av._Getulio_Vargas;IBIRAÇU;ES;-19.831;-40.368;2.8
320270201A;Itaguaçu;ITAGUAÇU;ES;-19.801;-40.865;0
320270202A;Otto_Luis_Hofman;ITAGUAÇU;ES;-19.812;-40.859;.2
320280101A;Centro;ITAPEMIRIM;ES;-21.009;-40.833;0
320290001A;bair;ITARANA;ES;-1.999.632;-4.088.827;.6
320310601A;AC_Jeronimo_Monteiro;JERÔNIMO_MONTEIRO;ES;-20.788.792;-41.391;158.902
320313001A;João_Neiva;JOÃO_NEIVA;ES;-19.757;-40.386;716.340
320316301A;São_Luiz_de_Miranda;LARANJA_DA_TERRA;ES;-19.903;-41.014;357.804
320320501A;Centro;LINHARES;ES;-19.406;-40.069;10.2
320330401A;Mantenopolis;MANTENÓPOLIS;ES;-18.859;-41.118;1.062.150.720.582
320390802A;Santa_Luzia;NOVA_VENÉCIA;ES;-18.713;-40.377;.4
320390803A;Centro;NOVA_VENÉCIA;ES;-18.714;-40.407;1.655.578.556.074
320390804A;Boa_Esperança;NOVA_VENÉCIA;ES;-18.559;-40.34;1.655.405.663.753
320390805A;Rod._XV_Novembro;NOVA_VENÉCIA;ES;-18.688;-40.392;2.429.844.563.295
320400501A;Pancas;PANCAS;ES;-1.922.245;-4.085.532;5.714.651.736.077
320450002A;Olaria;SANTA_LEOPOLDINA;ES;-20.101;-40.521;2.174.014
320455901A;Alto_Rio_Possmoser;SANTA_MARIA_DE_JETIBÁ;ES;-20.067;-40.84;295.974
320455903A;São_João_do_Garrafão;SANTA_MARIA_DE_JETIBÁ;ES;-20.156;-40.941;4.134.353.183.227
320455904A;São_Luis;SANTA_MARIA_DE_JETIBÁ;ES;-20.003;-40.737;1.6
320455905A;Baixo_São_Sebastião;SANTA_MARIA_DE_JETIBÁ;ES;-20.056;-40.689;119.268
320460901A;Centro;SANTA_TERESA;ES;-19.936;-40.597;.6
320460902A;Alto_Caldeirão;SANTA_TERESA;ES;-19.955;-40.741;0
320465801A;São_Domingos_do_Norte;SÃO_DOMINGOS_DO_NORTE;ES;-19.148;-40.622;5.6
320495502A;São_Jacinto;SÃO_ROQUE_DO_CANAÃ;ES;-19.721;-40.61;707.330.441.499
320500202A;Centro;SERRA;ES;-20.125;-40.307;1.294.144
320500203A;Planalto_Serrano;SERRA;ES;-20.134;-40.288;2.202.302
320500204A;Nova_Carapina_I;SERRA;ES;-20.156;-40.273;995.974
320500205A;Carapina_Grande;SERRA;ES;-20.219;-40.281;6.4
320500206A;Jacaraípe;SERRA;ES;-20.132;-40.193;1.987.993.162.726
320500208A;Serra_Dourada_II;SERRA;ES;-20.137;-40.248;0
320500209A;Novo_Horizonte;SERRA;ES;-20.219;-40.25;2.267.020.934.558
320500212A;Barcelona;SERRA;ES;-20.171;-40.258;1.872.184
320500213A;Cidade_Continental;SERRA;ES;-20.211;-40.219;25.6
320510101A;Areinha;VIANA;ES;-20.367;-40.429;926.582.307.674
320510102A;Viana_Sede;VIANA;ES;-20.39;-40.495;897.072
320510103A;Marcílio_de_Noronha;VIANA;ES;-20.351;-40.423;728.484.965.873
320510104A;Jucu;VIANA;ES;-20.427;-40.461;8.6
320520002A;Centro;VILA_VELHA;ES;-20.336;-40.296;1.939.268
320520003A;Aribiri;VILA_VELHA;ES;-20.34;-40.321;4.2
320520005A;Guaranhuns;VILA_VELHA;ES;-20.378;-40.321;1.046.092
320520006A;Terra_Vermelha;VILA_VELHA;ES;-20.444;-40.352;1.006.359.358.705
320520007A;Jaburuna;VILA_VELHA;ES;-20.333;-40.302;2.521.269.237.045
320520008A;Vila_Garrido;VILA_VELHA;ES;-20.34;-40.34;9.0
320520009A;Coqueiral_de_Itaparica;VILA_VELHA;ES;-20.36;-40.299;1.437.804
320530901A;Santa_Luiza;VITÓRIA;ES;-20.292;-40.304;0
320530905A;Vale_do_Mulembá;VITÓRIA;ES;-20.274;-40.323;34.240.425.596.173
320530906A;Romão;VITÓRIA;ES;-20.313;-40.322;2.225.727.203.130
320530908A;Jardim_Camburi;VITÓRIA;ES;-20.257;-40.268;33.507.284.144.205
320530909A;Mario_Ciprests;VITÓRIA;ES;-20.321;-40.354;.4
320530910A;Jesus_de_Nazareth;VITÓRIA;ES;-20.318;-40.304;2.658.276
520025801A;Mansões_Centro_Oeste;ÁGUAS_LINDAS_DE_GOIÁS;GO;-15.733;-48.275;2.6
520025802A;Parque_Aguas_Bonitas;ÁGUAS_LINDAS_DE_GOIÁS;GO;-15.755;-48.325;13.4
520025803A;Prefeitura;ÁGUAS_LINDAS_DE_GOIÁS;GO;-15.754;-48.262;1.2
520030801A;Centro;ALEXÂNIA;GO;-16.091;-48.497;15.0
520110801A;Santa_Maria_do_Nazaré;ANÁPOLIS;GO;-16.326;-48.941;1.8
520110801H;Rio_das_Antas;ANÁPOLIS;GO;-16.324.916;-48.948.508;0
520140502A;Vila_Brasília;APARECIDA_DE_GOIÂNIA;GO;-16.737;-49.254;4.8
520140503A;Predio_Adm._Da_Prefeitura;APARECIDA_DE_GOIÂNIA;GO;-16.738;-49.22;15.8
520140504A;Residencial_Solar_Central_Park;APARECIDA_DE_GOIÂNIA;GO;-16.819;-49.255;14.6
520140505A;Jardim_Monte_Sinai;APARECIDA_DE_GOIÂNIA;GO;-16.84;-49.315;.2
520140506A;Residencial_Caraibas;APARECIDA_DE_GOIÂNIA;GO;-16.806.335;-4.935.444;6.4
520140507A;Vera_Cruz;APARECIDA_DE_GOIÂNIA;GO;-16.763;-49.289;.6
520140508A;Parque_Veiga_Jardim;APARECIDA_DE_GOIÂNIA;GO;-16.799;-49.277;18.2
520140509A;Setor_Vale_do_Sol;APARECIDA_DE_GOIÂNIA;GO;-16.793;-49.199;5.0
520450801A;Prefeitura_Municipal;CALDAS_NOVAS;GO;-17.744;-48.627;0
520510901A;Restaurante_Comunitario;CATALÃO;GO;-181.671;-479.516;0
520549701A;Super_Quadra_19;CIDADE_OCIDENTAL;GO;-16.097;-47.918;0
520790701A;Santa_Maria;FLORES_DE_GOIÁS;GO;-14.451;-47.035;0
520800402A;Formosinha;FORMOSA;GO;-15.548;-47.33;0
520870701A;Perim;GOIÂNIA;GO;-166.467;-49.298;3.0
520870702A;Jardim_Curitiba;GOIÂNIA;GO;-166.066;-49.336;.8
520870703A;Vila_Jardim_Pompeia;GOIÂNIA;GO;-166.126;-492.417;0
521150301A;Aeroporto_Municipal;ITUMBIARA;GO;-18.437;-49.213;0
521150302A;Cidade_Jardim;ITUMBIARA;GO;-18.423;-49.246;0
521150303A;Rua_Divinópolis;ITUMBIARA;GO;-18.405;-49.219;0
521190901A;Prefeitura;JATAÍ;GO;-17.887;-51.725;0
521310301A;Unifimes;MINEIROS;GO;-17.551;-52.551;0
521460601A;Avenida_Brasil;NIQUELÂNDIA;GO;-14.458;-48.437;0
521460602A;Belo_Horizonte;NIQUELÂNDIA;GO;-14.466;-48.458;0
521523102A;Lago_azul;NOVO_GAMA;GO;-16.094;-48.074;5.2
521570201A;Jardim_das_Oliveiras;PALMEIRAS_DE_GOIÁS;GO;-16.817;-49.923;0
521800301A;Sede_da_Prefeitura;PORANGATU;GO;-13.441;-49.149;0
521830001A;Setor_Dom_Prudencio;POSSE;GO;-14.093;-46.362;0
521880501A;Céu_Azul;RIO_VERDE;GO;-17.755;-50.911;0
522060301A;Setor_Pedrinhas;SILVÂNIA;GO;-16.667;-48.613;.6
522160101A;Museu_Dom_Prada;URUAÇU;GO;-14.526;-49.14;1.0
522170001A;Centro;URUANA;GO;-15.5;-49.688;0
210020401A;Centro;ALCÂNTARA;MA;-2.334.475;-44.420.116;0
210043601A;Centro;ALTO_ALEGRE_DO_MARANHÃO;MA;-420.157;-4.445.349;0
210083201A;Centro;APICUM-AÇU;MA;-153.985;-4.507.942;9.0
210090701A;Centro;ARAIOSES;MA;-289.129;-4.190.393;0
210095601A;Prefeitura_Municipal;ARAME;MA;-488.694;-4.600.964;9.2
210100401A;Centro;ARARI;MA;-345.135;-4.477.961;0
210120201A;Centro;BACABAL;MA;-420.868;-4.478.937;.2
210120202A;Areal;BACABAL;MA;-4.242.242;-44.814.174;5.4
210130101A;Prefeitura_Municipal;BACURI;MA;-172.816;-4.514.203;2.8
210140001A;Centro;BALSAS;MA;-753.341;-4.604.021;0
210177201A;Centro;BELA_VISTA_DO_MARANHÃO;MA;-3.742.019;-4.525.045;0
210180601A;Centro;BENEDITO_LEITE;MA;-722.492;-4.455.811;0
210197001A;Centro;BOA_VISTA_DO_GURUPI;MA;-178.906;-4.630.883;13.0
210220001A;Prefeitura_Municipal;BURITI;MA;-394.254;-4.292.467;0
210232501A;Prefeitura_Municipal;BURITICUPU;MA;-431.779;-4.645.999;4.0
210270501A;Hospital_Santa_Filomena;CANTANHEDE;MA;-363.431;-4.437.722;.2
210300001A;Matadouro_Velho;CAXIAS;MA;-483.435;-4.333.886;0
210300002A;Centro;CAXIAS;MA;-485.817;-4.337.018;0
210300003A;SAAE;CAXIAS;MA;-488.365;-4.335.513;0
210315801A;Centro;CENTRO_DO_GUILHERME;MA;-244.894;-4.604.064;6.0
210330701A;Codó_Novo;CODÓ;MA;-447.495;-4.390.394;0
210330702A;São_Raimundo;CODÓ;MA;-445.003;-4.386.909;.4
210340601A;Quiabos;COELHO_NETO;MA;-425.688;-43.027;0
210340602A;Centro;COELHO_NETO;MA;-4.251;-43.013;.2
210350501A;Serrinha;COLINAS;MA;-603.192;-4.424.784;0
210355401A;Hospital_Municipal;CONCEIÇÃO_DO_LAGO-AÇU;MA;-38.467;-4.489.139;2.2
210360401A;Almoxarifado_Municipal;COROATÁ;MA;-413.594;-441.114;.4
210390101A;Centro;DUQUE_BACELAR;MA;-415.547;-4.294.415;0
210400801A;Centro;ESPERANTINÓPOLIS;MA;-4.875.724;-4.488.177;6.4
210410701A;Casa_das_Irmãs;FORTALEZA_DOS_NOGUEIRAS;MA;-696.459;-461.814;0
210420601A;Centro;FORTUNA;MA;-573.646;-4.416.077;0
210480001A;Prefeitura_Municipal;GRAJAÚ;MA;-581.676;-4.614.309;0
210480002A;Expoagra;GRAJAÚ;MA;-580.975;-4.612.208;0
210510401A;Centro;ICATU;MA;-27.751;-4.406.541;0
210530201A;Caema;IMPERATRIZ;MA;-554.839;-4.747.602;.2
210530202A;Unidade_de_Saude_da_Vila_Cafeteira;IMPERATRIZ;MA;-549.248;-4.746.031;0
210530203A;Semus;IMPERATRIZ;MA;-553.024;-4.748.498;0
210530204A;Infraero;IMPERATRIZ;MA;-553.254;-4.745.691;0
210540101A;Complexo_Esportivo;ITAPECURU_MIRIM;MA;-339.619;-4.435.254;.2
210545001A;Centro;JATOBÁ;MA;-581.861;-442.302;0
210570801A;PrefeituraMunicipal;LAGO_DA_PEDRA;MA;-45.746;-4.513.088;19.8
210580701A;Centro;LAGO_DO_JUNCO;MA;-461.059;-450.546;7.2
210590601A;Prefeito_Municipal;LAGO_VERDE;MA;-404.169;-4.493.504;.4
210630001A;Centro;MAGALHÃES_DE_ALMEIDA;MA;-339.947;-4.220.469;0
210660701A;Prefeitura_Municipal;MATÕES;MA;-5.52;-4.320.131;.6
210663101A;Centro_Administrativo;MATÕES_DO_NORTE;MA;-363.165;-4.455.179;.2
210670601A;Muriçoca;MIRADOR;MA;-6.363.017;44.361.566;0
210675501A;Prefeitura_Municipal;MIRANDA_DO_NORTE;MA;-356.219;-4.458.606;.2
210680501A;Centro;MIRINZAL;MA;-206.688;-4.478.363;.4
210690401A;PrefeituraMunicipal;MONÇÃO;MA;-349.137;-4.525.196;0
210720901A;Centro;NINA_RODRIGUES;MA;-346.515;-4.390.837;0
210745601A;Santa_Clara;OLINDA_NOVA_DO_MARANHÃO;MA;-3.002;-4.498.774;3.2
210780301A;Prefeitura_Municipal;PARNARAMA;MA;-56.821;-4.309.098;0
210820701A;Prefeitura_Municipal;PEDREIRAS;MA;-457.009;-4.460.489;0
210890001A;PalácioMunicipal;POÇÃO_DE_PEDRAS;MA;-475.293;-4.494.482;5.8
210910601A;São_José;PRESIDENTE_DUTRA;MA;-530.554;-4.448.522;3.2
210930401A;Centro;PRESIDENTE_VARGAS;MA;-3.408.074;-44.028.929;0
210945201A;SitiodaRaposa;RAPOSA;MA;-244.462;-4.413.002;4.6
210960101A;PrefeituraMunicipal;ROSÁRIO;MA;-293.714;-4.424.542;9.6
210975901A;Centro;SANTA_FILOMENA_DO_MARANHÃO;MA;-5.495.276;-44.555.752;10.6
210980901A;Hospital_Santa_Helena;SANTA_HELENA;MA;-224.276;-4.530.798;1.0
211010401A;Centro;SANTA_QUITÉRIA_DO_MARANHÃO;MA;-350.144;-425.629;0
211060901A;PrefeituraMunicipal;SÃO_BERNARDO;MA;-336.197;-4.242.103;0
211080701A;Centro;SÃO_FÉLIX_DE_BALSAS;MA;-7.083.583;-44.811.685;0
211130005A;Jardim_Sariana;SÃO_LUÍS;MA;-25.929;-4.419.023;5.8
211130006A;Jardim_Alemanha;SÃO_LUÍS;MA;-253.845;-4.427.253;4.0
211130007A;Jardim_Calhau;SÃO_LUÍS;MA;-24.991;-4.428.158;2.6
211130008A;Planalto_do_Fingão;SÃO_LUÍS;MA;-255.189;-4.422.408;18.8
211130010A;Pedrinhas;SÃO_LUÍS;MA;-271.773;-4.431.898;.6
211140901A;CrecheMunicipal;SÃO_LUÍS_GONZAGA_DO_MARANHÃO;MA;-437.407;-4.466.434;0
211172201A;Centro;SATUBINHA;MA;-40.404;-4.523.619;.6
211210001A;Prefeitura_Municipal;TIMBIRAS;MA;-425.536;-4.393.945;0
211220901A;Multirão;TIMON;MA;-511.207;-4.285.308;0
211227401A;Hospital_Santa_Teresinha;TUFILÂNDIA;MA;-367.095;-4.663.328;.2
211270401A;Baixada_Grande;VARGEM_GRANDE;MA;-354.754;-4.392.218;.2
211280301A;Centro;VIANA;MA;-320.881;-4.500.337;0
510130801A;Secretaria_Municipal_de_Assitencia_Social;ARENÁPOLIS;MT;-1.446.452;-5.684.153;0
510160501A;Estação_de_Tratamento_de_Água;BARÃO_DE_MELGAÇO;MT;-1.619.154;-5.596.536;0
510250401A;Escola_Municipal_Prof._Eduardo_Benivides_Lindote;CÁCERES;MT;-1.609.949;-5.770.939;0
510263701A;Estação_de_Tratamento_de_Água_Municipal_de_Campo_Novo_do_Parecis;CAMPO_NOVO_DO_PARECIS;MT;-136.557;-5.789.973;0
510335301A;Parque_de_Exposições_Agropecuário;CONFRESA;MT;-1.063.265;-5.158.387;0
510340301H;Corrego_do_Barbado;CUIABÁ;MT;-15.619.291;-56.077.172;0
510340302A;Centro_de_Saúde;CUIABÁ;MT;-1.564.783;-5.604.497;0
510621601A;Escola_Municipal_Infantil_tipo_B;NOVA_CANAÃ_DO_NORTE;MT;-1.064.537;-5.570.692;0
510623201A;Escola_Municipal_de_Ensino_Básico_13_de_Maio;NOVA_OLÍMPIA;MT;-1.478.521;-5.727.809;0
510642201A;Escola_Municipal_Dom_Helder_Câmara;PEIXOTO_DE_AZEVEDO;MT;-1.024.788;-5.498.265;0
510675201A;Centro_de_Educação_Infantil;PONTES_E_LACERDA;MT;-152.243;-5.932.018;0
510730501A;CEI_Pequeno_Principe;SÃO_JOSÉ_DO_RIO_CLARO;MT;-1.346.313;-5.672.118;0
510760201A;Serviço_de_Saneamento_Ambiental_de_Rondonópolis;RONDONÓPOLIS;MT;-1.648.967;-546.168;0
510760202H;Rio_Vermelho;RONDONÓPOLIS;MT;-16.472.133;-54.624.216;0
510780001A;SECRETARIA_MUNICIPAL_DE_SANEAMENTO_E_ÁGUA;SANTO_ANTÔNIO_DO_LEVERGER;MT;-1.586.396;-5.607.458;0
510860001A;Centro_de_Educação_Infantil_Creche_e_Pré_Escola_Lar_Menino_de_Jesus;VILA_RICA;MT;-100.182;-5.111.016;0
500190401A;Centro_de_Educação_Infantil_Ênio_MArtins;BATAGUASSU;MS;-217.237;-524.185;0
500320701A;Escola_Municipal_de_Educação_Integral_Luiz_Feitosa_Rodrigues;CORUMBÁ;MS;-1.899.582;-5.764.711;0
500348801A;Sede_da_Prefeitura_Municipal;DOIS_IRMÃOS_DO_BURITI;MS;-2.069.134;-5.528.645;0
500370201A;Sede_da_Guarda_Municipal_e_da_Coord._Mun._de_Prot._e_Defesa_Civil;DOURADOS;MS;-222.275;-547.884;0
500470001A;ESF_(Triguenã_-_Vitória);IVINHEMA;MS;-223.041;-53.835;0
500540001A;Rodoviária_Nova;MARACAJU;MS;-2.163.528;-551.584;0
500660601A;Escola_Polo_Municipal_Prefeito_Adê_Marques;PONTA_PORÃ;MS;-2.251.966;-5.573.208;0
500769501A;SAAE;SÃO_GABRIEL_DO_OESTE;MS;-1.940.076;-5.457.602;0
500830501A;Escola_Municipal_Prof._Ramez_Tebet;TRÊS_LAGOAS;MS;-2.076.433;-5.169.839;0
310060901A;Centro;ÁGUA_BOA;MG;-17.992;-42.389;1.0
310100301C;AGUAS_VERMELHAS;ÁGUAS_VERMELHAS;MG;-1.572.758;-4.144.201;0
310150801A;Além_Paraíba;ALÉM_PARAÍBA;MG;-2.188.558;-42.699.554;0
310150803A;Campo_Alegre;ALÉM_PARAÍBA;MG;-21.888;-42.713;2.169.597.668.337
310150804A;São_José;ALÉM_PARAÍBA;MG;-21.87;-42.663;.4
310150805A;Morro_Santa_Rosa;ALÉM_PARAÍBA;MG;-21.88;-42.7;138.170
310560803A;São_Francisco;BARBACENA;MG;-21.201;-43.77;453.046
310560806A;Funcionários;BARBACENA;MG;-21.216;-43.783;475.974
310560807A;Pinheiro_Grosso;BARBACENA;MG;-21.201;-43.71;198.536
310560808A;Ipanema;BARBACENA;MG;-21.23;-43.743;417.072
310560811A;Nove_de_Março;BARBACENA;MG;-21.201;-43.802;.2
310560812A;Rodrigo_Silva;BARBACENA;MG;-21.256;-43.806;0
310560813A;Vilela;BARBACENA;MG;-21.218;-43.752;0
310560814A;Carmo;BARBACENA;MG;-21.243;-43.769;511.216
310560828H;Ribeirão_Caieiro;BARBACENA;MG;-21.214;-437.824;4.6
310590501A;Jardim_Europa;BARROSO;MG;-21.166;-43.969;0
310590502A;Josefino_Coelho;BARROSO;MG;-21.193;-43.966;0
310620014A;Rodovia_MG-30;NOVA_LIMA;MG;-2.000.056;-4.390.303;0
310670502A;Brasileia;BETIM;MG;-19.969;-44.207;0
310670503A;Petrovale;BETIM;MG;-19.989;-44.111;0
310670505A;Icaivera;BETIM;MG;-19.861;-44.155;0
310670507A;Jardim_Alterosas;BETIM;MG;-19.948;-44.161;0
310670510A;Citrolândia;BETIM;MG;-20.03;-44.228;0
310670512A;Jardim_Teresópolis;BETIM;MG;-19.952;-44.12;0
310670513A;Casa_Amarela;BETIM;MG;-20.013;-44.222;0
310710901A;Centro;BOA_ESPERANÇA;MG;-2.109.254;-4.556.297;0
310710902A;Jardim_Alvorada;BOA_ESPERANÇA;MG;-2.105.007;-4.557.544;0
310825501C;BONITO_DE_MINAS;BONITO_DE_MINAS;MG;-153.231;-4.473.499;0
310900603A;Distrito_Casa_Branca;BRUMADINHO;MG;-20.094;-44.047;0
310900604A;Rua_Prefeito_Maciel;BRUMADINHO;MG;-20.165;-44.023;0
310900606A;Alberto_Flores;BRUMADINHO;MG;-20.156;-44.147;0
310900609A;Inhotim;BRUMADINHO;MG;-20.12;-44.227;0
311050901A;São_Mateus;CAMANDUCAIA;MG;-2.270.473;-4.603.481;0
311050902A;Av._Targino_Vargas;CAMANDUCAIA;MG;-22.74;-46.132;0
311050907A;COPASA;CAMANDUCAIA;MG;-22.855;-46.03;0
311050908A;Santa_Terezinha;CAMANDUCAIA;MG;-22.858;-46.163;0
311050909A;Fernão_Dias_km910;CAMANDUCAIA;MG;-22.694;-46.113;0
311050910A;Cruzeiro;CAMANDUCAIA;MG;-22.76;-46.156;0
311270301C;CAPITAO_ENEAS;CAPITÃO_ENÉAS;MG;-1.626.507;-4.374.227;0
311320603A;Centro;CARANDAÍ;MG;-20.953;-43.807;0
311320604A;Ponte_Chave;CARANDAÍ;MG;-20.952;-43.783;0
311320608A;Dombe;CARANDAÍ;MG;-20.961;-43.715;.6
311330501A;Caixa_D´Agua;CARANGOLA;MG;-20.728;-42.03;0
311360201A;CAREACU;CAREAÇU;MG;-22.041.069;-45.695.013;0
311410501A;Centro;CARMO_DE_MINAS;MG;-221.204;-4.513.472;0
311450101A;Centro;CARMÓPOLIS_DE_MINAS;MG;-2.054.264;-4.464.601;0
311530002A;Distrito_de_Glória;CATAGUASES;MG;-21.265;-42.681;197.804
311530004A;Bela_Vista;CATAGUASES;MG;-21.39;-42.686;0
311610001C;CHAPADA_DO_NORTE;CHAPADA_DO_NORTE;MG;-1.707.347;-4.250.065;0
311800704A;Joaquim_Murtinho;CONGONHAS;MG;-20.557;-43.816;0
311800711H;Congonhas;CONGONHAS;MG;-205.055;-438.548;0.2
311820501A;CONQUISTA;CONQUISTA;MG;-19.932.683;-4.754.659;0
311830403A;São_Sebastião;CONSELHEIRO_LAFAIETE;MG;-20.658;-43.801;0
311830404A;Belavinha;CONSELHEIRO_LAFAIETE;MG;-20.645;-43.768;0
311860101A;Centro;CONTAGEM;MG;-19.917;-44.08;0
311860102A;Retiro;CONTAGEM;MG;-19.837;-44.148;0
311860104A;Fonte_Grande;CONTAGEM;MG;-19.92;-44.08;0
312110001A;Itagyba;DELFIM_MOREIRA;MG;-2.250.997;-4.528.478;0
312190201A;Centro;DIVINÉSIA;MG;-2.098.844;-4.301.284;0
312300701A;Paloma;DORES_DE_CAMPOS;MG;-21.108;-44.037;0
312400501A;Centro;ERVÁLIA;MG;-20.838;-42.655;138.536
312500201A;Centro;EWBANK_DA_CÂMARA;MG;-21.551;-43.51;1.0
312510101A;extrema01;EXTREMA;MG;-22.853;-46.214;0
312510102A;extrema02;EXTREMA;MG;-22.765;-46.284;0
312510103A;PSF_Furnas;EXTREMA;MG;-22.772;-46.322;0
312510104A;PSF_Matão;EXTREMA;MG;-22.831;-46.36;0
312510105A;Forjos;EXTREMA;MG;-22.863;-46.284;0
312510106A;Estrada_das_Posses;EXTREMA;MG;-22.867;-46.244;0
312510107A;extrema07;EXTREMA;MG;-22.793;-46.333;0
312560601C;FELISBURGO;FELISBURGO;MG;-16.634.889;-40.760.833;2.0
312650501C;FRANCISCO_BADARO;FRANCISCO_BADARÓ;MG;-1.698.555;-4.235.663;.4
312780001C;GRAO_MOGOL;GRÃO_MOGOL;MG;-1.663.659;-4.298.011;.6
312870901A;GUAXUPE;GUAXUPÉ;MG;-21.309.761;-46.716.297;0
312880801A;Centro;GUIDOVAL;MG;-2.115.203;-4.279.694;0
